File,SHA256,ViewBox,Disposition
assets/icons/tabler/outline/axis-y.svg,1021c057a12be8640bbcdcbb367e3f659c58cc1bde9140eb64aac5d8921481a8,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/outline/baby-bottle.svg,3fdd2c0f9c6634e1155f21788df357dd641bb8a2359d9b0dc256f1b858503e0d,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/outline/baby-carriage.svg,60e98b7ae944c5caa4dcd327b40ca16ef01a38ff92d361c9921e88149f10b70a,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/outline/background.svg,dff82797ae29de464011629c9340e33c8e260933a039b8ea75f610f635a3471f,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/outline/backhoe.svg,a34c6c84cfc9f4ea489980192f572632a47ff044353b84955b6d44c22e69bfe6,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/outline/backpack-off.svg,d9f6f840fdb712cd34e00ab6fa8b5ff8cd12994c312f61037df02c965151b470,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/outline/backpack.svg,447d21666996b3f3be3e4437e92361ce40036fd622ca6bbf024d8296b0452d0f,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/outline/backslash.svg,df49823c10d9d13ae0d313dd86bad0a444034f6d24deae6ffd61f459651f0458,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/outline/backspace.svg,89938ee46fbc93ef2a4479d6669505d02cb6d5e83817f74e2aee468cc5d232be,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/outline/badge-2k.svg,25816bb0139a47a42d853e2fad11a5576536bdd51284c72834456f1de8231db9,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/outline/badge-3d.svg,4de290e260b5c10818f27e1f11e62b022bf84a7bf39126277a6a86e7f8f580ef,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/outline/badge-3k.svg,7c4f075aaacafb0a5414ac7e80e75aee4ef287b002b9141534a51fdbf80a9aac,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/outline/badge-4k.svg,f4943962284b9f5cdd4ae58b9c94ee7fdfadf126c7d54fc4e573a4ac155960dc,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/outline/badge-5k.svg,d8d43b5408be9f64a6d0a628e724a98b1f0580675a9d3f939dd7119399b3edff,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/outline/badge-8k.svg,00c5c31e789e018316ccb7d3045163c7b33962ebf5052dfe27a8fb4a9bb2e25c,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/outline/badge-ad-off.svg,330f9492c6703bb30285b4ede980b314012f051ed590e199aed9f781078b7448,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/outline/badge-ad.svg,54e1e3aadbfca3c6f271bef9714fb8389d5974498f85ebef6d77037af35129fd,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/outline/badge-ar.svg,0b3abf983b919fa4aad2290e1e283ce2b28157aceb8325c86ec17fad0d89f7ef,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/outline/badge-cc.svg,2894a6490eadc1d255d0bc0180a45522e6c42977d5d848a09ca08d4549bbeea7,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/outline/badge-hd.svg,3c18f38852b656946ebf33ec0d3f98e1f23e05822f94ad74bfdf7b0be745059a,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/outline/badge-off.svg,c7ad7af0e0b4b46ad6dc3021710210897a91b834801362e17d5184973065f486,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/outline/badge-sd.svg,25cd9a583169b2da9a2b056acb4961683093f690f40541654a945bc19c31c4e9,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/outline/badge-tm.svg,b983742bb662d5cd02501777fca6d657dfac3f1c19456f1baa858d34b1cbf5d8,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/outline/badge-vo.svg,6a1397839ba0f9f2dba098846bcf67d7e68db9c4d8b55657a17420435fe670f4,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
