File,SHA256,ViewBox,Disposition
assets/icons/linkedin.svg,7f45b30d8001cf901056576ebbbf60afd48d6ebf23651052a11f7dc31455f295,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/list-check.svg,5e3ec1889f620f9360c4346c7769ece1bdf8feec174a99acff9a08c15304c4bb,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/list-checks.svg,f44763d4c301b61bfdb270c5c9eded49588471b40276e98f8594e9de7f136d09,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/list-chevrons-down-up.svg,a7339f9956dcafa790506a117ddc857ddfa4e84b5200a4d530755a070ef68518,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/list-chevrons-up-down.svg,b3f07202c6cb9f9363e98ea332f277da5f14dedb8d0ba21d398f79148ec59a3c,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/list-collapse.svg,40ba32177333ae8a26a8ca8a83ad3fe45fb3045eccc76b822577c3b1c3540e44,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/list-end.svg,c7c8084acea110322350281e964da3a289f74b895048be5309795f417d002622,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/list-filter-plus.svg,c031d1a55154cf63ed31023cd8e28593e05e2bb400a9a58b53dffbece33a52a2,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/list-filter.svg,9a23029db1f828f6cfe1acf33fa3a7a9127ad06b438b7053820093a02157e578,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/list-indent-decrease.svg,f009c959501c484baddf3b68f4edec9ead4cdaa51756d6b8e7ec56033d3d1e28,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/list-indent-increase.svg,7ce597815cb567a3cd8460c16664b4ad2d44eb32a6be5c49b7c8cea752654681,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/list-minus.svg,52218eea5dfe9b0d4c2d42a0e43d31bee5c51b580f6b8e6eedf5a3d6cab5ee22,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/list-music.svg,cab2c99a57ebf912328b79387bec22144cc0b83c0ac2b9d3f16be50f5709afc8,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/list-ordered.svg,f3673ec338ac0bb09ab69502ec1705dd10b872cd208728c25ae161a00ef0aeaf,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/list-plus.svg,1acb62999dc099e2759feb36cbe2bfd4b927dafdd700b5ea4aad9f3833a046c4,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/list-restart.svg,8dce6d19fb4f70558f451c941eb60c0e771591fe2bc97cac3328697c343a9116,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/list-start.svg,5a426fcaa0ef63334e4d66d57c46dc5beec947aadf509ea88e4e3204773c699c,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/list-todo.svg,33504d75d5e431de8fd3e3bf382a94592d765fbdcbf81f4a9443c0f2165cccb7,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/list-tree.svg,7d9008308f58ba891c5736e8dc1a44c6046727024d7975afde3e954afecee3e6,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/list-video.svg,6d29ea25d647260f7b58af80716cfe3467e6ebc3e548c0e61d415cf6a83de157,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/list-x.svg,963bcb55670e067061f6db63eaa1e0ee660d9ce4b1d8674c15620fe85a4d4eb2,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/list.svg,8ebc4ec3fbb3b06c328f005248babed97bef5f4bad1b761ba3cd626671b50ba6,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/loader-2.svg,ec7c37991235ccd3f1017a8709622a9fbe8caadc7b306153b58ad16a63850c90,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/loader-circle.svg,51fd2f254b68dd5b266910bf8671f9d203033698ee389cd9f79d59d0057daad6,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/loader-pinwheel.svg,74c12b416d6b9723d4cd76e5b004ce7e8bf10981f94b2bba84f69caf15e182aa,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/loader.svg,ed8e41ebc789d36e7f631bd6a7a31541ccdbe48b595e04f75ffcfa398a8bc08c,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/locate-fixed.svg,5469cbe5c0c281696477ff5bdbcc0b720dc6b9f12cf1207f9355b98d0da548c2,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/locate-off.svg,7aa0de65d76a1374aa57bd5b7ce2d4d494b4fbb8758720baa4be9b611ca07639,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/locate.svg,88afacf1ece6613429ff893ad29f652fde089f538d54b7d5a2a0b4f15f32caf0,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/location-edit.svg,8be3dfaebf3b6712bfc3bd79ee96c3da25d729e9163613c733bbea9637dc989e,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/lock-keyhole-open.svg,e06348eb61ee99ec745343dd444123b5f9277a0990a022ae183febdb6d1294e1,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/lock-keyhole.svg,07137aa563c9e85f2603d6ebbe3924f9e67177e9ae94fe248ea2cb6990eb8047,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/lock-open.svg,fb6220b53f4b54cda65073700b3f59e21a7c10ecb7fbae3a17f6c8a014e43714,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/lock.svg,b6ccd3b9370cf4cc6a333a5845081f45c82e86940ab26ffa6c62a21337e1d848,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/log-in.svg,9d8188613aef531c73907f12f452929012b746027e5d46517c4179e3fb3de40d,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/log-out.svg,1e5ef7cca6589b139d400ec2f69c982397adb4c658b7a82c95c63e4d77255523,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/logs.svg,edb8e1fa408865f8c35417f6be8aaead2b2b0a3b61d13d6970c5ca13c3014b2d,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/lollipop.svg,0ef47b21995bfc2e815302da014d8e05c46c5333321d3b807205b8e75117ccac,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/luggage.svg,fe12df042e98ec552e43c95f65dd765cc21c90681f368df50582c94bd00fb179,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/m-square.svg,73497984e8b5b002fcd6f459f02b06b8d6d238504b3fdab891e5b9f7359035be,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/magnet.svg,dc0c8ec779ac6509f182cd0a235566cfd3f8164cbfbcf62a7dd84936dd6de17d,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/mail-check.svg,b9772bd5efcb71ca3e07ca235d5349487132671f5eab41065cfbca27d5b66973,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/mail-minus.svg,a4cd24d0b30fcb8851735d86d0cb0ca0d7b49d6cd44da871c3bd209413ce3206,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/mail-open.svg,0272950cbc8296ad1b44b8255382e089f90dffb16ea2876e4f95d0feb371281d,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/mail-plus.svg,9ab71457f231163dfe438d89f86d41410d35bb7a3df50a5a4c17e7829eb8162f,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/mail-question-mark.svg,ac615a25caf6aa01fd39cb2fdff7ee6f7948337c89cb368354693eaa0e4f2442,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/mail-question.svg,2d695f56c78f84f743f0b2fec9f0004e86695afd0687a3f3395b3a1b361a37ce,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/mail-search.svg,6998f2ec6901deae0ab60a2da1ccd4b35bd5c7cd84a377fd53bbfc8ccd56d393,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/mail-warning.svg,cf03ed5ee30d4f42f2d9ca61376460f12d05d35f1788241a28b436e7c4ad04f9,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/mail-x.svg,af4a7f9083d92045e3b4ac23b8ed1861ab2ba46324a49922bfab7b0a7df815ba,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/mail.svg,7168f74b1112c04e5f31a6761c96943f78dcd6157999b43415e60214ba661ec5,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/mailbox.svg,c047f25e509f267043cf4d8432895e22006dbc6d682d9fb0ea78815977758b7c,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/mails.svg,9497129a946544a6241760a9164e2ff6025a2fb8e2d6ce51cb757d524db85bf0,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/map-minus.svg,8cf17a50b1b7950a535b48972777e92829fd42700aec09ed524b55bbb5ee3aaf,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/map-pin-check-inside.svg,93ad13012e00a7d2df44dc836fb2bec03c665b832026112f7726764778c1e699,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/map-pin-check.svg,62ca534cf98be63ea4e2128872904ae5e0107775a37fe01512f8fd48af11caf9,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/map-pin-house.svg,40e4cb4ab6444cac9e206ac4b99defb8a963ae335c452cb33863b0bc2b1f7c97,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/map-pin-minus-inside.svg,a8dfc22535e48bebc7b3fcc6f05d391cb13f64f192430e8fd14cec2c697d62af,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/map-pin-minus.svg,7c9f17c8e1f870b49036d23cf013e11b25ac376983f5022c5d653ad02fd80c3b,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
