File,SHA256,ViewBox,Disposition
assets/icons/tabler/filled/clock.svg,cb1404519fef151a5fd071459e887f29482a294fa44b8f14f6b625095634ed39,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/filled/cloud-computing.svg,7610166d828a87a52c3faffe27b4977d701dbf21f24619886deb2882370f1750,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/filled/cloud-data-connection.svg,59156f6d9ce3504a71ac017027443716e730ed3f8c1ed03b876125527e56cd29,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/filled/cloud.svg,00995c362987d480c62c0678bb87e52eacce57ece2b6e7e1da103c075c05ab40,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/filled/clover.svg,43d117a4671aa512f7434fb63c91630196637e7174925b373f6569eacd1232d3,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/filled/clubs.svg,a42240187077847c75f98540dea3e06eaba9803715caa6098dbd34f9663ea4c4,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/filled/code-circle-2.svg,ea180a3ffe281426b182a012fecae8f283b31263182496fcb4b65b2425611048,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/filled/code-circle.svg,4eef69b6c4d2a70a2fd48ec11b901b2e192237986b198ad86a53b9d4e79b8f9e,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/filled/coin-bitcoin.svg,05c682683212a6ceb556b136700e063a7641d1c30faff86fe030c6d7071f17cd,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/filled/coin-euro.svg,df552ee1655ceeeb25ccbb0b10c949ce007681eb14fb558eeeff88bd29ae2a3b,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/filled/coin-monero.svg,74262c0a32350a85668f7f2a1d581bc7169cce8c9705d25d5000fa5134ba957c,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/filled/coin-pound.svg,b5b91f222833a4d5051c3d670b8855291d6821633b05fc89f2fe63e21320cf17,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/filled/coin-rupee.svg,6aefc502469e8020abdae89828d3031c60b8b549d631893308e520fa3c8445b8,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/filled/coin-taka.svg,869186f698f362f52cca0a9274dcfcf0e37b750e8d3c8e3a3d9b80d832880199,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/filled/coin-yen.svg,8dfa5fc657ddaa300c1440f9abf90fde43a6e9626630ddd0eb1a9f18aab39b15,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/filled/coin-yuan.svg,0815e9f63809c92a0ba94120e225b1e9621506f205bc3e48c1425296bfdbcb3d,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/filled/coin.svg,f517ca55515b4249ac199b1ecd2ee73ebe81ac17b10d18efad37116433c0cd17,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/filled/columns-1.svg,11988db5bd94f9139b8b1e59d7a8efa2899614f74aeb72094cba62d27b7ccbf4,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/filled/columns-2.svg,63eea462eb8db590f789a9f92321362f47b7663d7b0ed46d21add2bc0d95103e,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/filled/columns-3.svg,168fd10925269f991bba0e51e377437108236426ff000ff93d94b4b57152fc3a,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/filled/compass.svg,f144ad6155f6b763f2825a1554adf9dd3171e1c1a5b734357ddeaf66bb495531,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/filled/cone-2.svg,d9a98c360226345006289adf55e994b626b4bf1a35d380bd96abfb00d9ebd7f8,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
assets/icons/tabler/filled/cone.svg,ea916b2899b8a1f1e674fb58c5f0e57b445e0d00ebb5072e69745b2094b85a85,0 0 24 24,XML VALID — VISUAL REVIEW PENDING
